date,value
2023-03-28,11.52479853611275
2023-03-29,11.039422133922729
2023-03-30,10.336036997130948
2023-03-31,11.1533736424181
2023-04-01,10.80283834662181
2023-04-02,11.48202277361286
2023-04-03,10.126920756241395
2023-04-04,10.40742837139357
2023-04-05,10.336417571163018
2023-04-06,9.45940232922272
2023-04-07,10.846798226051733
2023-04-08,10.798025078193504
2023-04-09,10.572155512045125
2023-04-10,10.358898112175105
2023-04-11,9.392407894158676
2023-04-12,10.165973151833546
2023-04-13,10.205765864738371
2023-04-14,9.815241994325042
2023-04-15,10.304855169784751
2023-04-16,10.733653490904388
2023-04-17,11.895615463909843
2023-04-18,10.502323720520904
2023-04-19,10.544453392411883
2023-04-20,10.254381094481156
2023-04-21,8.754235147297335
2023-04-22,10.243161405384416
2023-04-23,10.287499832240378
2023-04-24,12.184692082536195
2023-04-25,10.03484882362802
2023-04-26,10.404488148012438
2023-04-27,10.109884098822974
2023-04-28,9.177022046007682
2023-04-29,11.000458631492636
2023-04-30,10.661924923571705
2023-05-01,6.667341696604145
2023-05-02,9.281120678062427
2023-05-03,11.10497480784349
2023-05-04,8.83537879709044
2023-05-05,10.400494530635891
2023-05-06,11.65756881417816
2023-05-07,9.087034259640125
2023-05-08,9.400764946572934
2023-05-09,9.907962038978836
2023-05-10,9.400013382559079
2023-05-11,8.53694832119078
2023-05-12,9.807163777663197
2023-05-13,8.877470800529622
2023-05-14,10.081370890652943
2023-05-15,8.942340170814466
2023-05-16,10.893425634477872
2023-05-17,9.002706327085942
2023-05-18,9.347739099007391
2023-05-19,10.232545973120171
2023-05-20,8.573665027937452
2023-05-21,9.717244775639534
2023-05-22,10.558222915195582
2023-05-23,8.204080807960882
2023-05-24,9.615675010310506
2023-05-25,9.654131345638206
2023-05-26,10.050311829047779
2023-05-27,8.414306945828308
2023-05-28,8.326915836904037
2023-05-29,9.780661423158628
2023-05-30,9.58094990636363
2023-05-31,9.524450636131947
2023-06-01,9.58236224455381
2023-06-02,8.74279699210661
2023-06-03,9.45471091687337
2023-06-04,9.485947230467843
2023-06-05,8.663091189997706
2023-06-06,10.710788126447774
2023-06-07,9.581355164534413
2023-06-08,8.233901102759347
2023-06-09,9.697386909382873
2023-06-10,8.37815377889533
2023-06-11,9.773886410692514
2023-06-12,10.057988494480917
2023-06-13,8.46204195747445
2023-06-14,9.877355369609894
2023-06-15,9.425544734769208
2023-06-16,9.742240119470226
2023-06-17,10.591912038842825
2023-06-18,8.868673264512289
2023-06-19,8.453127738205641
2023-06-20,8.336270790388866
2023-06-21,8.38763804259506
2023-06-22,8.971652203775497
2023-06-23,9.299950477048725
2023-06-24,9.24272911416806
2023-06-25,9.678126692281674
2023-06-26,9.022444615173578
2023-06-27,10.171195669678378
2023-06-28,8.793633008714442
2023-06-29,11.179150654771382
2023-06-30,9.50187439553155
2023-07-01,8.31460914037152
2023-07-02,8.143286001551111
2023-07-03,9.386313117699094
2023-07-04,8.822570289058863
2023-07-05,9.574215716773361
2023-07-06,9.383948574963645
2023-07-07,8.950105277827028
2023-07-08,8.334608127216528
2023-07-09,7.804502313304164
2023-07-10,8.664164513050428
2023-07-11,9.712147932654187
2023-07-12,9.204608566610943
2023-07-13,8.043695247597821
2023-07-14,9.186427074770231
2023-07-15,9.364370573474703
2023-07-16,8.35789780835368
2023-07-17,9.197457737476089
2023-07-18,9.131158966231434
2023-07-19,8.18094375495551
2023-07-20,9.392884354493063
2023-07-21,9.567215433250405
2023-07-22,9.997553025815215
2023-07-23,9.987260369326474
2023-07-24,8.055763620711517
2023-07-25,8.42188399054371
2023-07-26,9.598972114288395
2023-07-27,9.61331758853475
2023-07-28,9.630206666576807
2023-07-29,12.316757516942578
2023-07-30,9.708201660383432
2023-07-31,10.177360471289045
2023-08-01,10.050018180163965
2023-08-02,9.826316678000866
2023-08-03,9.071840960142968
2023-08-04,9.950537544171695
2023-08-05,8.744847999035054
2023-08-06,9.193826241979451
2023-08-07,9.015576676267493
2023-08-08,9.490352843134989
2023-08-09,11.297951963578274
2023-08-10,7.974155769411264
2023-08-11,10.039075547909475
2023-08-12,8.222336014817918
2023-08-13,9.157731335324684
2023-08-14,10.429516958658509
2023-08-15,9.633156214500804
2023-08-16,8.743192489628488
2023-08-17,9.057065993546956
2023-08-18,10.19715630961158
2023-08-19,9.0935862528278
2023-08-20,9.875663817810379
2023-08-21,9.763771243433556
2023-08-22,9.231033119733722
2023-08-23,11.492634337503947
2023-08-24,10.309929123706446
2023-08-25,8.20812687758264
2023-08-26,10.002966582070695
2023-08-27,9.350034147929966
2023-08-28,10.587150981367156
2023-08-29,9.296992264849514
2023-08-30,9.865070494150746
2023-08-31,10.386729182278978
2023-09-01,10.701234797234315
2023-09-02,9.074279013325087
2023-09-03,9.792777508749527
2023-09-04,9.706244130951854
2023-09-05,9.589301090044339
2023-09-06,11.550016906812045
2023-09-07,10.487235642914314
2023-09-08,9.18003043198488
2023-09-09,10.948387950191787
2023-09-10,11.937040621897665
2023-09-11,11.090344714184706
2023-09-12,9.073756146773356
2023-09-13,9.926550568801089
2023-09-14,11.35194199918297
2023-09-15,9.796525897760407
2023-09-16,10.741722285458401
2023-09-17,11.030120048196228
2023-09-18,9.692339361855092
2023-09-19,10.409443524852897
2023-09-20,7.886923605904529
2023-09-21,9.6829792969784
2023-09-22,10.32264996668448
2023-09-23,9.548341273303341
2023-09-24,11.873993789876463
2023-09-25,9.445067758081088
2023-09-26,10.257866415042486
2023-09-27,10.734806749557286
2023-09-28,11.803122724921637
2023-09-29,9.520868367728236
2023-09-30,11.619094233067244
2023-10-01,10.715293230002217
2023-10-02,9.939969386305016
2023-10-03,11.112442475338032
2023-10-04,10.919092916603354
2023-10-05,10.296247744467946
2023-10-06,10.848318509943105
2023-10-07,10.499750306717567
2023-10-08,10.913797742094655
2023-10-09,11.367119382672525
2023-10-10,12.120097894500633
2023-10-11,9.874330964641404
2023-10-12,12.583729393924457
2023-10-13,9.327763666785609
2023-10-14,10.779540791873952
2023-10-15,11.382553611179752
2023-10-16,11.147013007049836
2023-10-17,10.433761334649612
2023-10-18,10.774499855076558
2023-10-19,10.555042794943818
2023-10-20,10.485761144998248
2023-10-21,11.644102321426745
2023-10-22,11.25655420619809
2023-10-23,10.422484423587736
2023-10-24,11.701707456000031
2023-10-25,11.232424305408447
2023-10-26,11.64077013905873
2023-10-27,11.497415283432133
2023-10-28,16.33308181120437
2023-10-29,10.550030722065742
2023-10-30,11.59723902464968
2023-10-31,11.4882589676634
2023-11-01,10.98312974886953
2023-11-02,11.092930928272166
2023-11-03,12.019749188931987
2023-11-04,10.52223963821117
2023-11-05,11.430386779034086
2023-11-06,10.827501393719492
2023-11-07,10.810994026435099
2023-11-08,11.859383535338726
2023-11-09,11.635260991372249
2023-11-10,11.619647916006901
2023-11-11,12.006486065567065
2023-11-12,10.971523939814752
2023-11-13,11.492261073018776
2023-11-14,10.689828480822168
2023-11-15,11.188089322116056
2023-11-16,10.81473353940163
2023-11-17,10.98592052861093
2023-11-18,11.373316236773954
2023-11-19,10.230879479066433
2023-11-20,12.54703767138094
2023-11-21,10.055400451213739
2023-11-22,9.875373308998098
2023-11-23,11.759155121487261
2023-11-24,11.451380605886461
2023-11-25,11.302181935080608
2023-11-26,11.289859888020475
2023-11-27,10.761155756517446
2023-11-28,10.036402547134491
2023-11-29,10.797596962539318
2023-11-30,10.177477186297736
2023-12-01,11.48107344654035
2023-12-02,10.564632943802007
2023-12-03,10.002724900806786
2023-12-04,10.38641325594992
2023-12-05,10.953834965279233
2023-12-06,10.152060062714341
2023-12-07,9.924409031267626
2023-12-08,10.755890479498518
2023-12-09,10.735293291386176
2023-12-10,10.111783273880754
2023-12-11,10.118178141088922
2023-12-12,10.657987867336514
2023-12-13,9.2909029277693
2023-12-14,9.300120620093521
2023-12-15,9.827771861738018
2023-12-16,10.20793527392447
2023-12-17,10.603330939520939
2023-12-18,11.51056403551481
2023-12-19,10.99185952592137
2023-12-20,10.153028815039976
2023-12-21,10.240826123735395
2023-12-22,9.428903408210958
2023-12-23,10.190849394292023
2023-12-24,9.949328126677795
2023-12-25,10.412904183060752
2023-12-26,9.467315150864497
2023-12-27,10.518861143181308
2023-12-28,11.303789782681768
2023-12-29,9.964753234118724
2023-12-30,10.3472587318575
2023-12-31,10.55211519336889
